example_id                                                       | status  | run_time        |
./spec/features/business_registration_spec.rb[1:1]               | passed  | 9.08 seconds    |
./spec/features/business_registration_spec.rb[1:2]               | passed  | 1.74 seconds    |
./spec/features/business_registration_spec.rb[1:3:1]             | passed  | 0.38583 seconds |
./spec/features/cms_pages_spec.rb[1:1]                           | passed  | 0.1198 seconds  |
./spec/features/medium_registration_spec.rb[1:1:1]               | passed  | 1.13 seconds    |
./spec/features/medium_registration_spec.rb[1:2:1]               | passed  | 0.27212 seconds |
./spec/features/radio_archives_spec.rb[1:1:1]                    | passed  | 0.85901 seconds |
./spec/features/registration_spec.rb[1:1]                        | passed  | 2.77 seconds    |
./spec/features/sitter_registration_spec.rb[1:1]                 | passed  | 0.10166 seconds |
./spec/features/sitter_registration_spec.rb[1:2]                 | passed  | 0.11509 seconds |
./spec/features/sitter_registration_spec.rb[1:3]                 | passed  | 0.19691 seconds |
./spec/features/sitter_registration_spec.rb[1:4]                 | passed  | 0.2158 seconds  |
./spec/features/subscription_spec.rb[1:1]                        | failed  | 0.11656 seconds |
./spec/features/user_edit_spec.rb[1:1]                           | passed  | 11.89 seconds   |
./spec/mailers/user_mailer_spec.rb[1:1:1]                        | passed  | 0.01571 seconds |
./spec/mailers/user_mailer_spec.rb[1:1:2]                        | passed  | 0.10089 seconds |
./spec/mailers/user_mailer_spec.rb[1:2:1]                        | passed  | 0.01757 seconds |
./spec/mailers/user_mailer_spec.rb[1:2:2]                        | passed  | 0.01995 seconds |
./spec/models/address_spec.rb[1:1]                               | passed  | 0.00338 seconds |
./spec/models/address_spec.rb[1:2]                               | passed  | 0.00612 seconds |
./spec/models/address_spec.rb[1:3]                               | passed  | 0.00601 seconds |
./spec/models/address_spec.rb[1:4]                               | passed  | 0.00565 seconds |
./spec/models/address_spec.rb[1:5]                               | passed  | 0.00586 seconds |
./spec/models/address_spec.rb[1:6]                               | passed  | 0.00137 seconds |
./spec/models/address_spec.rb[1:7]                               | passed  | 0.00121 seconds |
./spec/models/address_spec.rb[1:8]                               | passed  | 0.00137 seconds |
./spec/models/address_spec.rb[1:9]                               | passed  | 0.00139 seconds |
./spec/models/address_spec.rb[1:10]                              | passed  | 0.00189 seconds |
./spec/models/address_spec.rb[1:11]                              | passed  | 0.00131 seconds |
./spec/models/adg_answer_spec.rb[1:1]                            | passed  | 0.01386 seconds |
./spec/models/adg_answer_spec.rb[1:2]                            | passed  | 0.00283 seconds |
./spec/models/adg_answer_spec.rb[1:3]                            | passed  | 0.00363 seconds |
./spec/models/adg_answer_spec.rb[1:4]                            | passed  | 0.00375 seconds |
./spec/models/adg_answer_spec.rb[1:5]                            | passed  | 0.00128 seconds |
./spec/models/adg_question_spec.rb[1:1]                          | passed  | 0.02142 seconds |
./spec/models/adg_question_spec.rb[1:2]                          | passed  | 0.00189 seconds |
./spec/models/adg_question_spec.rb[1:3]                          | passed  | 0.00114 seconds |
./spec/models/announcement_spec.rb[1:1]                          | passed  | 0.00614 seconds |
./spec/models/announcement_spec.rb[1:2]                          | passed  | 0.00571 seconds |
./spec/models/announcement_spec.rb[1:3]                          | passed  | 0.00612 seconds |
./spec/models/announcement_spec.rb[1:4]                          | passed  | 0.00459 seconds |
./spec/models/announcement_spec.rb[1:5]                          | passed  | 0.00522 seconds |
./spec/models/announcement_spec.rb[1:6:1]                        | passed  | 0.00601 seconds |
./spec/models/announcement_spec.rb[1:7:1]                        | passed  | 0.00492 seconds |
./spec/models/attached_file_spec.rb[1:1]                         | passed  | 0.0023 seconds  |
./spec/models/attached_file_spec.rb[1:2]                         | passed  | 0.00156 seconds |
./spec/models/attached_file_spec.rb[1:3]                         | passed  | 0.00169 seconds |
./spec/models/billing_address_spec.rb[1:1]                       | passed  | 0.00355 seconds |
./spec/models/billing_address_spec.rb[1:2]                       | passed  | 0.006 seconds   |
./spec/models/billing_address_spec.rb[1:3]                       | passed  | 0.00677 seconds |
./spec/models/billing_address_spec.rb[1:4]                       | passed  | 0.00614 seconds |
./spec/models/billing_address_spec.rb[1:5]                       | passed  | 0.00627 seconds |
./spec/models/billing_address_spec.rb[1:6]                       | passed  | 0.00635 seconds |
./spec/models/billing_address_spec.rb[1:7]                       | passed  | 0.00149 seconds |
./spec/models/billing_address_spec.rb[1:8]                       | passed  | 0.00147 seconds |
./spec/models/billing_address_spec.rb[1:9]                       | passed  | 0.00161 seconds |
./spec/models/billing_address_spec.rb[1:10]                      | passed  | 0.00134 seconds |
./spec/models/billing_address_spec.rb[1:11]                      | passed  | 0.00136 seconds |
./spec/models/business_assignment_spec.rb[1:1]                   | passed  | 0.00284 seconds |
./spec/models/business_assignment_spec.rb[1:2]                   | passed  | 0.01154 seconds |
./spec/models/business_assignment_spec.rb[1:3]                   | passed  | 0.0034 seconds  |
./spec/models/business_assignment_spec.rb[1:4]                   | passed  | 0.00369 seconds |
./spec/models/business_assignment_spec.rb[1:5]                   | passed  | 0.00341 seconds |
./spec/models/business_assignment_spec.rb[1:6]                   | passed  | 0.00329 seconds |
./spec/models/business_spec.rb[1:1]                              | passed  | 0.00209 seconds |
./spec/models/business_spec.rb[1:2]                              | passed  | 0.00148 seconds |
./spec/models/business_spec.rb[1:3]                              | passed  | 0.00246 seconds |
./spec/models/business_spec.rb[1:4]                              | passed  | 0.00164 seconds |
./spec/models/business_spec.rb[1:5]                              | passed  | 0.00137 seconds |
./spec/models/business_spec.rb[1:6]                              | passed  | 0.00158 seconds |
./spec/models/business_spec.rb[1:7]                              | passed  | 0.00169 seconds |
./spec/models/business_spec.rb[1:8]                              | passed  | 0.00205 seconds |
./spec/models/business_spec.rb[1:9]                              | passed  | 0.00442 seconds |
./spec/models/business_spec.rb[1:10]                             | passed  | 0.00913 seconds |
./spec/models/business_spec.rb[1:11]                             | passed  | 0.00811 seconds |
./spec/models/business_spec.rb[1:12]                             | passed  | 0.00855 seconds |
./spec/models/business_spec.rb[1:13]                             | passed  | 0.00797 seconds |
./spec/models/business_spec.rb[1:14]                             | passed  | 0.00198 seconds |
./spec/models/business_spec.rb[1:15]                             | passed  | 0.00126 seconds |
./spec/models/business_spec.rb[1:16]                             | passed  | 0.00132 seconds |
./spec/models/business_spec.rb[1:17]                             | passed  | 0.00163 seconds |
./spec/models/business_spec.rb[1:18]                             | passed  | 0.00176 seconds |
./spec/models/business_spec.rb[1:19]                             | passed  | 0.00202 seconds |
./spec/models/business_spec.rb[1:20]                             | passed  | 0.00164 seconds |
./spec/models/business_spec.rb[1:21]                             | passed  | 0.00151 seconds |
./spec/models/category_spec.rb[1:1]                              | passed  | 0.0115 seconds  |
./spec/models/cms_page_spec.rb[1:1]                              | passed  | 0.00673 seconds |
./spec/models/cms_page_spec.rb[1:2]                              | passed  | 0.00184 seconds |
./spec/models/cms_page_spec.rb[1:3]                              | passed  | 0.00219 seconds |
./spec/models/event_spec.rb[1:1]                                 | passed  | 0.0037 seconds  |
./spec/models/event_spec.rb[1:2]                                 | passed  | 0.00359 seconds |
./spec/models/event_spec.rb[1:3]                                 | passed  | 0.00511 seconds |
./spec/models/event_spec.rb[1:4]                                 | passed  | 0.00116 seconds |
./spec/models/event_spec.rb[1:5]                                 | passed  | 0.00134 seconds |
./spec/models/event_spec.rb[1:6]                                 | passed  | 0.0014 seconds  |
./spec/models/event_spec.rb[1:7]                                 | passed  | 0.00135 seconds |
./spec/models/event_spec.rb[1:8]                                 | passed  | 0.00127 seconds |
./spec/models/event_spec.rb[1:9:1]                               | passed  | 0.00297 seconds |
./spec/models/event_spec.rb[1:10:1]                              | passed  | 0.00156 seconds |
./spec/models/family_member_spec.rb[1:1]                         | passed  | 0.00902 seconds |
./spec/models/family_member_spec.rb[1:2]                         | passed  | 0.00173 seconds |
./spec/models/known_dead_spec.rb[1:1]                            | passed  | 0.00331 seconds |
./spec/models/known_dead_spec.rb[1:2]                            | passed  | 0.00227 seconds |
./spec/models/known_dead_spec.rb[1:3]                            | passed  | 0.00196 seconds |
./spec/models/known_dead_spec.rb[1:4]                            | passed  | 0.00193 seconds |
./spec/models/known_dead_spec.rb[1:5]                            | passed  | 0.00119 seconds |
./spec/models/known_dead_spec.rb[1:6]                            | passed  | 0.00135 seconds |
./spec/models/note_spec.rb[1:1]                                  | passed  | 0.00268 seconds |
./spec/models/note_spec.rb[1:2]                                  | passed  | 0.01114 seconds |
./spec/models/profile_preference_spec.rb[1:1]                    | passed  | 0.00432 seconds |
./spec/models/recommended_book_category_spec.rb[1:1]             | passed  | 0.00134 seconds |
./spec/models/recommended_book_category_spec.rb[1:2]             | passed  | 0.00211 seconds |
./spec/models/recommended_book_category_spec.rb[1:3]             | passed  | 0.00381 seconds |
./spec/models/recommended_book_category_spec.rb[1:4]             | passed  | 0.00813 seconds |
./spec/models/recommended_book_group_spec.rb[1:1]                | passed  | 0.00299 seconds |
./spec/models/recommended_book_group_spec.rb[1:2]                | passed  | 0.00272 seconds |
./spec/models/recommended_book_group_spec.rb[1:3]                | passed  | 0.00125 seconds |
./spec/models/recommended_book_group_spec.rb[1:4]                | passed  | 0.01296 seconds |
./spec/models/recommended_book_spec.rb[1:1]                      | passed  | 0.00133 seconds |
./spec/models/recommended_book_spec.rb[1:2]                      | passed  | 0.00193 seconds |
./spec/models/recommended_book_spec.rb[1:3]                      | passed  | 0.0046 seconds  |
./spec/models/recommended_book_spec.rb[1:4]                      | passed  | 0.01104 seconds |
./spec/models/recommended_book_spec.rb[1:5]                      | passed  | 0.00131 seconds |
./spec/models/recommended_book_spec.rb[1:6]                      | passed  | 0.0014 seconds  |
./spec/models/recommended_book_spec.rb[1:7]                      | passed  | 0.00162 seconds |
./spec/models/recommended_book_spec.rb[1:8]                      | passed  | 0.0013 seconds  |
./spec/models/relationship_spec.rb[1:1]                          | passed  | 0.00414 seconds |
./spec/models/relationship_spec.rb[1:2]                          | passed  | 0.00202 seconds |
./spec/models/relationship_spec.rb[1:3]                          | passed  | 0.01989 seconds |
./spec/models/sitterform_spec.rb[1:1]                            | passed  | 0.00185 seconds |
./spec/models/sitterform_spec.rb[1:2]                            | passed  | 0.00241 seconds |
./spec/models/sitterform_spec.rb[1:3]                            | passed  | 0.00131 seconds |
./spec/models/sitterform_spec.rb[1:4]                            | passed  | 0.00135 seconds |
./spec/models/sitterform_spec.rb[1:5]                            | passed  | 0.00139 seconds |
./spec/models/sitterform_spec.rb[1:6]                            | passed  | 0.00147 seconds |
./spec/models/sitterform_spec.rb[1:7]                            | passed  | 0.00145 seconds |
./spec/models/sitterform_spec.rb[1:8]                            | passed  | 0.00133 seconds |
./spec/models/sitterform_spec.rb[1:9]                            | passed  | 0.00254 seconds |
./spec/models/sitterform_spec.rb[1:10]                           | passed  | 0.00122 seconds |
./spec/models/sitterform_spec.rb[1:11]                           | passed  | 0.00384 seconds |
./spec/models/sitterform_spec.rb[1:12]                           | passed  | 0.00224 seconds |
./spec/models/sitterform_spec.rb[1:13]                           | passed  | 0.00188 seconds |
./spec/models/sitterform_spec.rb[1:14]                           | passed  | 0.00159 seconds |
./spec/models/sitterform_spec.rb[1:15]                           | passed  | 0.00157 seconds |
./spec/models/sitterform_spec.rb[1:16]                           | passed  | 0.00164 seconds |
./spec/models/sitterform_spec.rb[1:17]                           | passed  | 0.00151 seconds |
./spec/models/sitterform_spec.rb[1:18]                           | passed  | 0.00172 seconds |
./spec/models/sitterform_spec.rb[1:19]                           | passed  | 0.00133 seconds |
./spec/models/sitterform_spec.rb[1:20]                           | passed  | 0.0015 seconds  |
./spec/models/user_category_spec.rb[1:1]                         | pending | 0.00002 seconds |
./spec/models/user_spec.rb[1:1]                                  | passed  | 0.00155 seconds |
./spec/models/user_spec.rb[1:2]                                  | passed  | 0.00162 seconds |
./spec/models/user_spec.rb[1:3]                                  | passed  | 0.0134 seconds  |
./spec/models/user_spec.rb[1:4]                                  | passed  | 0.01351 seconds |
./spec/models/user_spec.rb[1:5]                                  | passed  | 0.01252 seconds |
./spec/models/user_spec.rb[1:6]                                  | passed  | 0.01171 seconds |
./spec/models/user_spec.rb[1:7]                                  | passed  | 0.0014 seconds  |
./spec/models/user_spec.rb[1:8]                                  | passed  | 0.00149 seconds |
./spec/models/user_spec.rb[1:9]                                  | passed  | 0.00438 seconds |
./spec/models/user_spec.rb[1:10]                                 | passed  | 0.00139 seconds |
./spec/models/user_spec.rb[1:11]                                 | passed  | 0.0023 seconds  |
./spec/models/user_spec.rb[1:12]                                 | passed  | 0.0015 seconds  |
./spec/models/user_spec.rb[1:13]                                 | passed  | 0.00141 seconds |
./spec/models/user_spec.rb[1:14]                                 | passed  | 0.00138 seconds |
./spec/models/user_spec.rb[1:15]                                 | passed  | 0.00133 seconds |
./spec/models/user_spec.rb[1:16]                                 | passed  | 0.00144 seconds |
./spec/models/user_spec.rb[1:17]                                 | passed  | 0.00141 seconds |
./spec/models/user_spec.rb[1:18]                                 | passed  | 0.00131 seconds |
./spec/models/user_spec.rb[1:19]                                 | passed  | 0.00159 seconds |
./spec/models/user_spec.rb[1:20]                                 | passed  | 0.00134 seconds |
./spec/models/user_spec.rb[1:21]                                 | passed  | 0.00141 seconds |
./spec/models/user_spec.rb[1:22]                                 | passed  | 0.00146 seconds |
./spec/models/user_spec.rb[1:23]                                 | passed  | 0.00134 seconds |
./spec/models/user_spec.rb[1:24:1]                               | passed  | 0.00989 seconds |
./spec/models/user_spec.rb[1:24:2]                               | passed  | 0.00984 seconds |
./spec/models/user_spec.rb[1:24:3]                               | passed  | 0.01796 seconds |
./spec/models/user_spec.rb[1:25:1]                               | passed  | 0.01963 seconds |
